"Team","Team_Index","Country.abr","Player","FirstName","LastName","Position","Height","Weight","BirthDate","College","Address","City","State","Zip","County","Latitude","Longitude","Country","Country.abr3","Country.num","Cty.Latitude","Cty.Longitude","Player_ID"
"LAL","14","us","colin castleton","colin","castleton","c",83,250,2000-05-25,"university of university of florida","TIGERT HALL","GAINESVILLE","FL",32611,"ALACHUA",29.638248,-82.361195,"United States","USA",840,38,-97,14016
"LAL","14","us","gabe vincent","gabe","vincent","pg",75,195,1996-06-14,"university of university of california-berkeley-santa barbara","5221 CHEADLE HALL","SANTA BARBARA","CA",93106,"SANTA BARBARA",34.4123440000001,-119.851493,"United States","USA",840,38,-97,14017
"LAL","14","us","harry giles","harry","giles","c",83,240,1998-04-22,"duke university university","103 ALLEN BLDG","DURHAM","NC",27708,"DURHAM",36.002343506,-78.9385972709999,"United States","USA",840,38,-97,14018
"MEM","15","ca","brandon clarke","brandon","clarke","pf",80,215,1996-09-19,"gonzaga university university","E 502 BOONE AVE","SPOKANE","WA",99258,"SPOKANE",47.668144,-117.403062,"Canada","CAN",124,60,-95,15001
"MEM","15","es","santi aldama","santi","aldama","pf",83,224,2001-01-10,"loyola university university of maryland-college park","4501 N CHARLES ST","BALTIMORE","MD",21210,"BALTIMORE CITY",39.3460438050001,-76.623417279,"Spain","ESP",724,40,-4,15002
"MEM","15","jp","yuta watanabe","yuta","watanabe","sf",81,215,1994-10-13,"george university of washington-seattle campus university","1918 F STREET, NW","WASHINGTON","DC",20052,"DISTRICT OF COLUMBIA",38.899096404,-77.0462768689999,"Japan","JPN",392,36,138,15003
"MEM","15","us","jaren jackson jr.","jaren","jackson","c",82,242,1999-09-15,"university of michigan-ann arbor state university","NOT AVAILABLE","EAST LANSING","MI",48824,"INGHAM",42.7247600000001,-84.4736389999999,"United States","USA",840,38,-97,15004
"MEM","15","us","gg jackson ii","gg","jackson","pf",81,215,2004-12-17,"university of university of south carolina-columbia-columbia","COLUMBIA-CAMPUS","COLUMBIA","SC",29208,"RICHLAND",33.996677,-81.026916,"United States","USA",840,38,-97,15005
"MEM","15","us","john konchar","john","konchar","sf",77,210,1996-03-22,"purdue university-main campus university fort wayne","2101 E COLISEUM BLVD","FORT WAYNE","IN",46805,"ALLEN",41.1154183570001,-85.1117466169999,"United States","USA",840,38,-97,15006
"MEM","15","us","vince williams jr.","vince","williams","sg",76,205,2000-08-30,"university of virginia-main campus commonwealth university","910 W FRANKLIN ST","RICHMOND","VA",23284,"RICHMOND CITY",37.5476308040001,-77.453597164,"United States","USA",840,38,-97,15007
"MEM","15","us","ziaire williams","ziaire","williams","sf",81,215,2001-09-12,"stanford university university","NOT AVAILABLE","STANFORD","CA",94305,"SANTA CLARA",37.432973802,-122.175045063,"United States","USA",840,38,-97,15008
"MEM","15","us","derrick rose","derrick","rose","pg",75,200,1988-10-04,"university of university of memphis","SOUTHERN AVENUE","MEMPHIS","TN",38152,"SHELBY",35.1220758700001,-89.937882814,"United States","USA",840,38,-97,15009
"MEM","15","us","desmond bane","desmond","bane","sg",77,215,1998-06-25,"the university of texas at austin christian university","2800 S UNIVERSITY DR","FORT WORTH","TX",76129,"TARRANT",32.7095675620001,-97.3615366,"United States","USA",840,38,-97,15010
"MEM","15","us","luke kennard","luke","kennard","sg",77,206,1996-06-24,"duke university university","103 ALLEN BLDG","DURHAM","NC",27708,"DURHAM",36.002343506,-78.9385972709999,"United States","USA",840,38,-97,15011
"MEM","15","us","jake laravia","jake","laravia","pf",80,235,2001-11-03,"wake forest university university","1834 WAKE FOREST ROAD","WINSTON-SALEM","NC",27106,"FORSYTH",36.1320982450001,-80.27794276,"United States","USA",840,38,-97,15012
"MEM","15","us","lamar stevens","lamar","stevens","pf",78,230,1997-07-09,"pennsylvania state university-main campus","201 OLD MAIN","UNIVERSITY PARK","PA",16802,"CENTRE",40.800732,-77.861644,"United States","USA",840,38,-97,15013
"MEM","15","us","trey jemison","trey","jemison","c",83,260,1999-11-28,"university of the university of alabama at birmingham","ADMINISTRATION BLDG SUITE 1070","BIRMINGHAM","AL",35294,"JEFFERSON",33.5022300000001,-86.8091699999999,"United States","USA",840,38,-97,15014
"MEM","15","us","scotty pippen jr.","scotty","pippen","pg",73,185,2000-11-10,"vanderbilt university university","2101 WEST END AVENUE","NASHVILLE","TN",37240,"DAVIDSON",36.144429824,-86.804874645,"United States","USA",840,38,-97,15015
"MEM","15","us","marcus smart","marcus","smart","pg",75,220,1994-03-06,"university of oklahoma-norman campus state university-main campus","107 WHITEHURST","STILLWATER","OK",74078,"PAYNE",36.1230849790001,-97.069743103,"United States","USA",840,38,-97,15016
"MEM","15","us","jordan goodwin","jordan","goodwin","pg",75,200,1998-10-23,"saint louis university university","ONE NORTH GRAND BLVD","SAINT LOUIS","MO",63103,"ST. LOUIS CITY",38.6365162180001,-90.233430029,"United States","USA",840,38,-97,15017
"MEM","15","us","ja morant","ja","morant","pg",74,174,1999-08-10,"murray state university university","218 WELLS HALL","MURRAY","KY",42071,"CALLOWAY",36.6124100000001,-88.323493,"United States","USA",840,38,-97,15018
"MIA","16","au","patty mills","patty","mills","pg",74,180,1988-08-11,"saint mary's college college","133 LE MANS HALL","NOTRE DAME","IN",46556,"ST. JOSEPH",41.708157,-86.258632,"Australia","AUS",36,-27,133,16001
"MIA","16","gb","nikola jović","nikola","jović","pf",82,209,2003-06-09,"none","none","none","na",0,"other",0,0,"United Kingdom","GBR",826,54,-2,16002
"MIA","16","us","jaime jaquez jr.","jaime","jaquez","sf",78,225,2001-02-18,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,16003
"MIA","16","us","bam adebayo","bam","adebayo","c",81,255,1997-07-18,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,16004
"MIA","16","us","duncan robinson","duncan","robinson","sf",79,215,1994-04-22,"university of university of michigan-ann arbor-ann arbor","503 THOMPSON STREET","ANN ARBOR","MI",48109,"WASHTENAW",42.2780300000001,-83.736564,"United States","USA",840,38,-97,16005
"MIA","16","us","haywood highsmith","haywood","highsmith","pf",79,220,1996-12-09,"wheeling university","316 WASHINGTON AVE","WHEELING","WV",26003,"OHIO",40.071646484,-80.6901406229999,"United States","USA",840,38,-97,16006
"MIA","16","us","caleb martin","caleb","martin","sf",77,205,1995-09-28,"university of university of nevada-reno-reno","NORTH VIRGINIA STREET","RENO","NV",89557,"WASHOE",39.5436416910001,-119.815376897,"United States","USA",840,38,-97,16007
"MIA","16","us","jimmy butler","jimmy","butler","pf",79,230,1989-09-14,"marquette university university","1250 W WISCONSIN AVENUE","MILWAUKEE","WI",53233,"MILWAUKEE",43.0371829200001,-87.931088255,"United States","USA",840,38,-97,16008
"MIA","16","us","kevin love","kevin","love","pf",80,251,1988-09-07,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,16009
"MIA","16","us","orlando robinson","orlando","robinson","c",84,235,2000-07-10,"university of california-berkeley state university-fresno","5241 N MAPLE AVE","FRESNO","CA",93740,"FRESNO",36.8144773670001,-119.748257949,"United States","USA",840,38,-97,16010
"MIA","16","us","josh richardson","josh","richardson","sg",77,200,1993-09-15,"the university of the university of tennessee-knoxville-knoxville","527 ANDY HOLT TOWER","KNOXVILLE","TN",37996,"KNOX",35.9550929980001,-83.929696013,"United States","USA",840,38,-97,16011
"MIA","16","us","tyler herro","tyler","herro","sg",77,195,2000-01-20,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,16012
"MIA","16","us","thomas bryant","thomas","bryant","c",82,248,1997-07-31,"indiana university-bloomington university-bloomington","107 SOUTH INDIANA AVE.","BLOOMINGTON","IN",47405,"MONROE",39.1677392930001,-86.523584652,"United States","USA",840,38,-97,16013
"MIA","16","us","delon wright","delon","wright","pg",77,185,1992-04-26,"university of university of utah","201 PRESIDENTS CIRCLE, ROOM 201","SALT LAKE CITY","UT",84112,"SALT LAKE",40.7624835140001,-111.84604402,"United States","USA",840,38,-97,16014
"MIA","16","us","terry rozier","terry","rozier","pg",73,190,1994-03-17,"university of university of louisville","2301 S 3RD ST","LOUISVILLE","KY",40292,"JEFFERSON",38.2157517310001,-85.7606275959999,"United States","USA",840,38,-97,16015
"MIA","16","us","jamal cain","jamal","cain","pf",79,191,1999-03-20,"oakland university university","2200 NORTH SQUIRREL ROAD","ROCHESTER HILLS","MI",48309,"OAKLAND",42.6745690000001,-83.216414,"United States","USA",840,38,-97,16016
"MIA","16","us","cole swider","cole","swider","sf",81,220,1999-05-08,"syracuse university university","900 SOUTH CROUSE AVE.","SYRACUSE","NY",13244,"ONONDAGA",43.0398910000001,-76.13267,"United States","USA",840,38,-97,16017
"MIA","16","us","alondes williams","alondes","williams","sg",76,210,1999-06-19,"wake forest university university","1834 WAKE FOREST ROAD","WINSTON-SALEM","NC",27106,"FORSYTH",36.1320982450001,-80.27794276,"United States","USA",840,38,-97,16018
"MIL","17","gr","thanasis antetokounmpo","thanasis","antetokounmpo","pf",79,219,1992-07-18,"none","none","none","na",0,"other",0,0,"Greece","GRC",300,39,22,17001
"MIL","17","gr","giannis antetokounmpo","giannis","antetokounmpo","pf",83,242,1994-12-06,"none","none","none","na",0,"other",0,0,"Greece","GRC",300,39,22,17002
"MIL","17","it","danilo gallinari","danilo","gallinari","sf",82,233,1988-08-08,"none","none","none","na",0,"other",0,0,"Italy","ITA",380,42.8333,12.8333,17003
"MIL","17","us","bobby portis","bobby","portis","pf",82,250,1995-02-10,"university of university of aruniversity of kansas","ADMINISTRATION BLDG 425","FAYETTEVILLE","AR",72701,"WASHINGTON",36.065641709,-94.177852322,"United States","USA",840,38,-97,17004
"MIL","17","us","brook lopez","brook","lopez","c",85,282,1988-04-01,"stanford university university","NOT AVAILABLE","STANFORD","CA",94305,"SANTA CLARA",37.432973802,-122.175045063,"United States","USA",840,38,-97,17005
"MIL","17","us","malik beasley","malik","beasley","sg",76,187,1996-11-26,"university of florida state university","222 S. COPELAND STREET","TALLAHASSEE","FL",32306,"LEON",30.443222,-84.301554,"United States","USA",840,38,-97,17006
"MIL","17","us","pat connaughton","pat","connaughton","sf",77,209,1993-01-06,"university of university of notre dame","400 MAIN BUILDING","NOTRE DAME","IN",46556,"ST. JOSEPH",41.6995870000001,-86.2370749999999,"United States","USA",840,38,-97,17007
"MIL","17","us","khris middleton","khris","middleton","sf",79,222,1991-08-12,"the university of texas at austin a and m university-college station","JKW ADMINISTRATION BUILDING, SUITE 200","COLLEGE STATION","TX",77843,"BRAZOS",30.610775,-96.349232,"United States","USA",840,38,-97,17008
"MIL","17","us","damian lillard","damian","lillard","pg",74,195,1990-07-15,"weber state university university","3850 DIXON PARKWAY DR. DEPT. 1031","OGDEN","UT",84408,"WEBER",41.1925803870001,-111.944839646,"United States","USA",840,38,-97,17009
"MIL","17","us","andre jackson jr.","andre","jackson","sg",78,210,2001-11-13,"university of connecticut","352 MANSFIELD ROAD","STORRS","CT",6269,"TOLLAND",41.8076580000001,-72.2569609999999,"United States","USA",840,38,-97,17010
"MIL","17","us","a.j. green","a.j.","green","sg",76,200,1999-09-27,"university of northern university of iowa","1227 W 27TH ST","CEDAR FALLS","IA",50614,"BLACK HAWK",42.5149225420001,-92.459703256,"United States","USA",840,38,-97,17011
"MIL","17","us","patrick beverley","patrick","beverley","pg",74,180,1988-07-12,"university of university of aruniversity of kansas","ADMINISTRATION BLDG 425","FAYETTEVILLE","AR",72701,"WASHINGTON",36.065641709,-94.177852322,"United States","USA",840,38,-97,17012
"MIL","17","us","jae crowder","jae","crowder","pf",78,235,1990-07-06,"marquette university university","1250 W WISCONSIN AVENUE","MILWAUKEE","WI",53233,"MILWAUKEE",43.0371829200001,-87.931088255,"United States","USA",840,38,-97,17013
"MIL","17","us","marjon beauchamp","marjon","beauchamp","sf",78,199,2000-10-12,"yakima valley college college","SOUTH 16TH AVE. & NOB HILL BLVD.","YAKIMA","WA",98907,"YAKIMA",46.586098124,-120.528525092,"United States","USA",840,38,-97,17014
"MIL","17","us","tyty washington jr.","tyty","washington","pg",75,197,2001-11-15,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,17015
"MIL","17","us","ryan rollins","ryan","rollins","pg",76,180,2002-07-03,"university of university of toledo","2801 W BANCROFT","TOLEDO","OH",43606,"LUCAS",41.6572464010001,-83.615935515,"United States","USA",840,38,-97,17016
"MIL","17","us","chris livingston","chris","livingston","sf",78,220,2003-10-15,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,17017
"MIL","17","us","jaylin galloway","jaylin","galloway","sf",79,190,2002-12-21,"none","none","none","na",0,"other",0,0,"United States","USA",840,38,-97,17018
"MIN","18","ca","nickeil alexander-walker","nickeil","alexander-walker","sg",77,205,1998-09-02,"university of virginia-main campus polytechnic institute and state university","210 BURRUSS HALL, 800 DRILLFIELD DR.","BLACKSBURG","VA",24061,"MONTGOMERY",37.2299064010001,-80.4199878329999,"Canada","CAN",124,60,-95,18001
"MIN","18","ca","leonard miller","leonard","miller","sf",82,210,2003-11-26,"none","none","none","na",0,"other",0,0,"Canada","CAN",124,60,-95,18002
"MIN","18","fr","rudy gobert","rudy","gobert","c",85,258,1992-06-26,"none","none","none","na",0,"other",0,0,"France","FRA",250,46,2,18003
"MIN","18","us","anthony edwards","anthony","edwards","sg",76,225,2001-08-05,"university of university of georgia","ADMINISTRATION BUILDING","ATHENS","GA",30602,"CLARKE",33.9377270000001,-83.37143,"United States","USA",840,38,-97,18004
"MIN","18","us","kyle anderson","kyle","anderson","pf",81,230,1993-09-20,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,18005
"MIN","18","us","jordan mclaughlin","jordan","mclaughlin","pg",72,185,1996-04-09,"university of southern university of california-berkeley","UNIVERSITY PARK","LOS ANGELES","CA",90089,"LOS ANGELES",34.021058,-118.283858,"United States","USA",840,38,-97,18006
"MIN","18","us","naz reid","naz","reid","c",81,264,1999-08-26,"louisiana state university-eunice","2048 JOHNSON HWY","EUNICE","LA",70535,"ACADIA",30.473292407,-92.434523117,"United States","USA",840,38,-97,18007
"MIN","18","us","jaden mcdaniels","jaden","mcdaniels","sf",81,185,2000-09-29,"university of university of washington-seattle campus-seattle campus","1400 NE CAMPUS PARKWAY","SEATTLE","WA",98195,"KING",47.655775179,-122.310802164,"United States","USA",840,38,-97,18008
"MIN","18","us","karl-anthony towns","karl-anthony","towns","pf",84,248,1995-11-15,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,18009
"MIN","18","us","wendell moore jr.","wendell","moore","sg",77,213,2001-09-18,"duke university university","103 ALLEN BLDG","DURHAM","NC",27708,"DURHAM",36.002343506,-78.9385972709999,"United States","USA",840,38,-97,18010
"MIN","18","us","mike conley","mike","conley","pg",72,175,1987-10-11,"ohio state university-main campus university-main campus","190 N. OVAL MALL","COLUMBUS","OH",43210,"FRANKLIN",39.9994934320001,-83.0087917879999,"United States","USA",840,38,-97,18011
"MIN","18","us","monte morris","monte","morris","pg",74,183,1995-06-27,"university of iowa state university university","1750 BEARDSHEAR HALL","AMES","IA",50011,"STORY",42.0253030000001,-93.6502399999999,"United States","USA",840,38,-97,18012
"MIN","18","us","luka garza","luka","garza","c",82,235,1998-12-27,"university of university of iowa","101 JESSUP HALL","IOWA CITY","IA",52242,"JOHNSON",41.660695178,-91.5356979969999,"United States","USA",840,38,-97,18013
"MIN","18","us","jaylen clark","jaylen","clark","sg",77,205,2001-10-13,"university of university of california-berkeley-loklahoma state university-main campus angeles","405 HILGARD AVE","LOS ANGELES","CA",90095,"LOS ANGELES",34.0688923000001,-118.443900501,"United States","USA",840,38,-97,18014
"MIN","18","us","josh minott","josh","minott","sf",80,205,2002-11-25,"university of university of memphis","SOUTHERN AVENUE","MEMPHIS","TN",38152,"SHELBY",35.1220758700001,-89.937882814,"United States","USA",840,38,-97,18015
"MIN","18","us","daishen nix","daishen","nix","pg",77,224,2002-02-13,"none","none","none","na",0,"other",0,0,"United States","USA",840,38,-97,18016
"MIN","18","us","t.j. warren","t.j.","warren","sf",80,220,1993-09-05,"north carolina state university at raleigh","2101 HILLSBOROUGH STREET","RALEIGH","NC",27695,"WAKE",35.785110613,-78.674517164,"United States","USA",840,38,-97,18017
"NOP","19","au","dyson daniels","dyson","daniels","pg",80,199,2003-03-17,"none","none","none","na",0,"other",0,0,"Australia","AUS",36,-27,133,19001
"NOP","19","lt","jonas valančiūnas","jonas","valančiūnas","c",83,265,1992-05-06,"none","none","none","na",0,"other",0,0,"Lithuania","LTU",440,56,24,19002
"NOP","19","us","herbert jones","herbert","jones","sf",80,210,1998-10-06,"the university of the university of alabama","739 UNIVERSITY BLVD","TUSCALOOSA","AL",35487,"TUSCALOOSA",33.214399658,-87.545766467,"United States","USA",840,38,-97,19003
"NOP","19","us","zion williamson","zion","williamson","pf",78,284,2000-07-06,"duke university university","103 ALLEN BLDG","DURHAM","NC",27708,"DURHAM",36.002343506,-78.9385972709999,"United States","USA",840,38,-97,19004
"NOP","19","us","jordan hawkins","jordan","hawkins","sg",77,195,2002-04-29,"university of connecticut","352 MANSFIELD ROAD","STORRS","CT",6269,"TOLLAND",41.8076580000001,-72.2569609999999,"United States","USA",840,38,-97,19005
"NOP","19","us","cj mccollum","cj","mccollum","pg",75,190,1991-09-19,"lehigh university university","27 MEMORIAL DRIVE WEST","BETHLEHEM","PA",18015,"NORTHAMPTON",40.6066256980001,-75.377095149,"United States","USA",840,38,-97,19006
"NOP","19","us","naji marshall","naji","marshall","sf",79,220,1998-01-24,"xavier university university","3800 VICTORY PARKWAY","CINCINNATI","OH",45207,"HAMILTON",39.149291373,-84.477647507,"United States","USA",840,38,-97,19007
"NOP","19","us","brandon ingram","brandon","ingram","sf",80,190,1997-09-02,"duke university university","103 ALLEN BLDG","DURHAM","NC",27708,"DURHAM",36.002343506,-78.9385972709999,"United States","USA",840,38,-97,19008
"NOP","19","us","cody zeller","cody","zeller","c",83,240,1992-10-05,"indiana university-bloomington university-bloomington","107 SOUTH INDIANA AVE.","BLOOMINGTON","IN",47405,"MONROE",39.1677392930001,-86.523584652,"United States","USA",840,38,-97,19009
"NOP","19","us","larry nance jr.","larry","nance","c",80,245,1993-01-01,"university of university of wyoming","CORNER OF NINTH AND IVINSON","LARAMIE","WY",82071,"ALBANY",41.311943,-105.57204,"United States","USA",840,38,-97,19010
"NOP","19","us","trey murphy iii","trey","murphy","sf",80,206,2000-06-18,"university of university of virginia-main campus-main campus","1827 UNIVERSITY AVENUE","CHARLOTTESVILLE","VA",22903,"ALBEMARLE",38.033977,-78.5118449999999,"United States","USA",840,38,-97,19011
"NOP","19","us","jose alvarado","jose","alvarado","pg",72,179,1998-04-12,"university of georgia institute of technology-main campus","225 NORTH AVE","ATLANTA","GA",30332,"FULTON",33.773731834,-84.396019192,"United States","USA",840,38,-97,19012
"NOP","19","us","dereon seabron","dereon","seabron","sg",79,180,2000-05-26,"north carolina state university at raleigh","2101 HILLSBOROUGH STREET","RALEIGH","NC",27695,"WAKE",35.785110613,-78.674517164,"United States","USA",840,38,-97,19013
"NOP","19","us","jeremiah robinson-earl","jeremiah","robinson-earl","pf",81,230,2000-11-03,"villanova university university","800 LANCASTER AVENUE","VILLANOVA","PA",19085,"DELAWARE",40.035771633,-75.3402221859999,"United States","USA",840,38,-97,19014
"NOP","19","us","matt ryan","matt","ryan","sf",78,215,1997-04-17,"the university of the university of tennessee-knoxville-the university of tennessee-chattanooga","615 MCCALLIE AVE","CHATTANOOGA","TN",37403,"HAMILTON",35.048247256,-85.299812278,"United States","USA",840,38,-97,19015
"NOP","19","us","e.j. liddell","e.j.","liddell","pf",79,240,2000-12-18,"ohio state university-main campus university-main campus","190 N. OVAL MALL","COLUMBUS","OH",43210,"FRANKLIN",39.9994934320001,-83.0087917879999,"United States","USA",840,38,-97,19016
"NOP","19","us","malcolm hill","malcolm","hill","sf",78,220,1995-10-26,"university of university of illinois system offices system offices","108 HENRY ADMINISTRATION BUILDING, 506 S WRIGHT STREET","URBANA","IL",61801,"CHAMPAIGN",40.1084880000001,-88.228381,"United States","USA",840,38,-97,19017
"NYK","20","ba","bojan bogdanović","bojan","bogdanović","sf",79,226,1989-04-18,"none","none","none","na",0,"other",0,0,"Bosnia and Herzegovina","BIH",70,44,18,20001
"NYK","20","de","duane washington jr.","duane","washington","sg",75,210,2000-03-24,"ohio state university-main campus university-main campus","190 N. OVAL MALL","COLUMBUS","OH",43210,"FRANKLIN",39.9994934320001,-83.0087917879999,"Germany","DEU",276,51,9,20002
"NYK","20","gb","og anunoby","og","anunoby","sf",79,232,1997-07-17,"indiana university-bloomington university-bloomington","107 SOUTH INDIANA AVE.","BLOOMINGTON","IN",47405,"MONROE",39.1677392930001,-86.523584652,"United Kingdom","GBR",826,54,-2,20003
"NYK","20","gn","mamadi diakite","mamadi","diakite","pf",81,228,1997-01-21,"university of university of virginia-main campus-main campus","1827 UNIVERSITY AVENUE","CHARLOTTESVILLE","VA",22903,"ALBEMARLE",38.033977,-78.5118449999999,"Guinea","GIN",324,11,-10,20004
"NYK","20","ng","precious achiuwa","precious","achiuwa","pf",80,225,1999-09-19,"university of university of memphis","SOUTHERN AVENUE","MEMPHIS","TN",38152,"SHELBY",35.1220758700001,-89.937882814,"Nigeria","NGA",566,10,8,20005
"NYK","20","us","donte divincenzo","donte","divincenzo","sg",76,203,1997-01-31,"villanova university university","800 LANCASTER AVENUE","VILLANOVA","PA",19085,"DELAWARE",40.035771633,-75.3402221859999,"United States","USA",840,38,-97,20006
"NYK","20","us","josh hart","josh","hart","sf",76,215,1995-03-06,"villanova university university","800 LANCASTER AVENUE","VILLANOVA","PA",19085,"DELAWARE",40.035771633,-75.3402221859999,"United States","USA",840,38,-97,20007
"NYK","20","us","jalen brunson","jalen","brunson","pg",74,190,1996-08-31,"villanova university university","800 LANCASTER AVENUE","VILLANOVA","PA",19085,"DELAWARE",40.035771633,-75.3402221859999,"United States","USA",840,38,-97,20008
"NYK","20","us","isaiah hartenstein","isaiah","hartenstein","c",84,250,1998-05-05,"none","none","none","na",0,"other",0,0,"United States","USA",840,38,-97,20009
"NYK","20","us","miles mcbride","miles","mcbride","pg",74,200,2000-09-08,"west university of virginia-main campus university","PO BOX 6201","MORGANTOWN","WV",26506,"MONONGALIA",39.6346800000001,-79.953926,"United States","USA",840,38,-97,20010
"NYK","20","us","jacob toppin","jacob","toppin","sf",81,205,2000-05-08,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,20011
"NYK","20","us","julius randle","julius","randle","pf",80,250,1994-11-29,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,20012
"NYK","20","us","jericho sims","jericho","sims","c",82,245,1998-10-20,"the university of the university of texas at austin at austin","110 INNER CAMPUS DRIVE","AUSTIN","TX",78705,"TRAVIS",30.2838090000001,-97.736463,"United States","USA",840,38,-97,20013
"NYK","20","us","mitchell robinson","mitchell","robinson","c",84,240,1998-04-01,"western university of kentucky university","1906 COLLEGE HEIGHTS BLVD","BOWLING GREEN","KY",42101,"WARREN",36.987817874,-86.453940893,"United States","USA",840,38,-97,20014
"NYK","20","us","charlie brown jr.","charlie","brown","sg",78,199,1997-02-02,"saint joklahoma state university-main campuseph's university","5600 CITY AVENUE","PHILADELPHIA","PA",19131,"PHILADELPHIA",39.9944422390001,-75.238342625,"United States","USA",840,38,-97,20015
"NYK","20","us","alec burks","alec","burks","sg",78,214,1991-07-20,"university of university of colorado boulder boulder","REGENT DRIVE AT BROADWAY","BOULDER","CO",80309,"BOULDER",40.004415065,-105.267061271,"United States","USA",840,38,-97,20016
"NYK","20","us","daquan jeffries","daquan","jeffries","sg",77,230,1997-08-30,"university of university of tulsa","800 SOUTH TUCKER DRIVE","TULSA","OK",74104,"TULSA",36.1518874430001,-95.9451752429999,"United States","USA",840,38,-97,20017
"NYK","20","us","shake milton","shake","milton","sg",77,205,1996-09-26,"southern methodist university","6425 BOAZ ST","DALLAS","TX",75275,"DALLAS",32.8452542960001,-96.78485525,"United States","USA",840,38,-97,20018
"OKC","21","au","josh giddey","josh","giddey","sg",80,210,2002-10-10,"none","none","none","na",0,"other",0,0,"Australia","AUS",36,-27,133,21001
"OKC","21","ca","luguentz dort","luguentz","dort","sf",75,215,1999-04-19,"university of arizona state university campus immersion university campus immersion","UNIVERSITY DRIVE AND MILL AVENUE","TEMPE","AZ",85287,"MARICOPA",33.4172800000001,-111.935499,"Canada","CAN",124,60,-95,21002
"OKC","21","ca","shai gilgeous-alexander","shai","gilgeous-alexander","pg",78,180,1998-07-12,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"Canada","CAN",124,60,-95,21003
"OKC","21","cd","bismack biyombo","bismack","biyombo","c",80,255,1992-08-28,"none","none","none","na",0,"other",0,0,"Congo, the Democratic Republic of the","COD",180,0,25,21004
"OKC","21","fr","ousmane dieng","ousmane","dieng","pf",82,216,2003-05-21,"none","none","none","na",0,"other",0,0,"France","FRA",250,46,2,21005
"OKC","21","fr","olivier sarr","olivier","sarr","c",84,237,1999-02-20,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"France","FRA",250,46,2,21006
"OKC","21","us","chet holmgren","chet","holmgren","c",85,208,2002-05-01,"gonzaga university university","E 502 BOONE AVE","SPOKANE","WA",99258,"SPOKANE",47.668144,-117.403062,"United States","USA",840,38,-97,21007
"OKC","21","us","cason wallace","cason","wallace","sg",76,193,2003-11-07,"university of university of kentucky","SOUTH LIMESTONE","LEXINGTON","KY",40506,"FAYETTE",38.028761,-84.502517,"United States","USA",840,38,-97,21008
"OKC","21","us","lindy waters iii","lindy","waters","sg",78,215,1997-07-28,"university of oklahoma-norman campus state university-main campus","107 WHITEHURST","STILLWATER","OK",74078,"PAYNE",36.1230849790001,-97.069743103,"United States","USA",840,38,-97,21009
"OKC","21","us","jalen williams","jalen","williams","pf",77,195,2001-04-14,"santa clara university university","500 EL CAMINO REAL","SANTA CLARA","CA",95053,"SANTA CLARA",37.34935096,-121.938260384,"United States","USA",840,38,-97,21010
"OKC","21","us","isaiah joe","isaiah","joe","sg",76,165,1999-07-02,"university of university of aruniversity of kansas","ADMINISTRATION BLDG 425","FAYETTEVILLE","AR",72701,"WASHINGTON",36.065641709,-94.177852322,"United States","USA",840,38,-97,21011
"OKC","21","us","aaron wiggins","aaron","wiggins","sg",78,200,1999-01-02,"university of university of maryland-college park-college park","NOT AVAILABLE","COLLEGE PARK","MD",20742,"PRINCE GEORGE'S",38.9886065480001,-76.939704118,"United States","USA",840,38,-97,21012
"OKC","21","us","kenrich williams","kenrich","williams","pf",78,210,1994-12-02,"the university of texas at austin christian university","2800 S UNIVERSITY DR","FORT WORTH","TX",76129,"TARRANT",32.7095675620001,-97.3615366,"United States","USA",840,38,-97,21013
